#
fever > \d+ F degrees	edu.utah.bmi.type.system.Fever_present	ACTUAL

fevers ( temp : \d+	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp & gt ; \d+	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp \d+	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp : \d+	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp & gt ; \d+	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp \d+	edu.utah.bmi.type.system.Fever_present	ACTUAL

fevers ( temp : \d+ F	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp & gt ; \d+ F	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp \d+ F	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp : \d+ F	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp & gt ; \d+ F	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp \d+ F	edu.utah.bmi.type.system.Fever_present	ACTUAL


fevers ( temp : \d+ degree	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp & gt ; \d+ degree	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp \d+ degree	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp : \d+ degree	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp & gt ; \d+ degree	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp \d+ degree	edu.utah.bmi.type.system.Fever_present	ACTUAL


fevers ( temp : \d+ degrees	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp & gt ; \d+ degrees	edu.utah.bmi.type.system.Fever_present	ACTUAL
fevers ( temp \d+ degrees	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp : \d+ degrees	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp & gt ; \d+ degrees	edu.utah.bmi.type.system.Fever_present	ACTUAL
fever ( temp \d+ degrees	edu.utah.bmi.type.system.Fever_present	ACTUAL


fever defervesced	edu.utah.bmi.type.system.Fever_present	PSEUDO
fever \) defervesced	edu.utah.bmi.type.system.Fever_absent	ACTUAL
fever defervescence	edu.utah.bmi.type.system.Fever_present	PSEUDO
fever \) defervescence	edu.utah.bmi.type.system.Fever_absent	ACTUAL

